test_id;Question;SPARQL query;Extracted_properties_str;Predicted SPARQL query;Predicted_extracted_properties_str;Property_correctness_score;All_properties_with_labels;Property_precision;Property_recall;Property_f1_score;Property_f1_percent;semantic_correct;execution_score;case_type
test_2;What are the different types of awards received by individuals listed in the GEPRIS Historisch database, along with their labels and the count of each award? The awards should be filtered to include only specific types such as general awards, science awards, cultural prizes, chemistry awards, literary awards, physics awards, national academies, and journalism prizes.;"PREFIX wikibase: <http://wikiba.se/ontology#> PREFIX wdt: <http://www.wikidata.org/prop/direct/> PREFIX wd: <http://www.wikidata.org/entity/> SELECT ?preis ?preisLabel ( count ( * ) as ?count ) WHERE { ?person wdt:P31 wd:Q5 . ?person wdt:P9044 ?gepris . ?person wdt:P166 ?preis . ?preis wdt:P31 ?preistype . filter ( ?preistype = wd:Q618779 || ?preistype = wd:Q11448906 || ?preistype = wd:Q15383322 || ?preistype = wd:Q107471279 || ?preistype = wd:Q378427 || ?preistype = wd:Q107494520 || ?preistype = wd:Q5257307 || ?preistype = wd:Q1792571 || ?preistype = wd:Q55190113 || ?preistype = wd:Q1966910 || ?preistype = wd:Q1709894 ) SERVICE wikibase:label { bd:serviceParam wikibase:language ""[AUTO_LANGUAGE],en"" . } } GROUP BY ?preis ?preisLabel ORDER BY DESC ( ?count )";P31, P9044, P166;"PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX wd: <http://www.wikidata.org/entity/>
PREFIX wdt: <http://www.wikidata.org/prop/direct/>
SELECT ?award ( COUNT( DISTINCT ?person ) AS ?count ) ?awardLabel WHERE {
  ?person wdt:P9044 ?geprisId .
  ?person wdt:P166 ?award .
  ?award wdt:P31 ?type .
  VALUES ?type {
    wd:Q618779 wd:Q11448906 wd:Q15383322 wd:Q107471279 wd:Q378427 wd:Q107494520 wd:Q1966910 wd:Q1709894
  }
  OPTIONAL {
    ?award rdfs:label ?awardLabel FILTER ( LANG( ?awardLabel ) = ""en"" )
  }
}
GROUP BY ?award ?awardLabel
ORDER BY DESC ( ?count )";P9044, P166, P31;1;P31=instance of, P9044=GEPRIS Historisch person ID, P166=award received;1.0;1.0;1.0;100.0;False;0.983206107782502;SAME_PROP_DIFF_RESULT
test_5;What are the architectural structures within a 5 km radius of the coordinates (13.5812565, 52.5153623), along with their latitude and longitude?;"PREFIX geo: <http://www.opengis.net/ont/geosparql#> PREFIX psv: <http://www.wikidata.org/prop/statement/value/> PREFIX wikibase: <http://wikiba.se/ontology#> PREFIX ps: <http://www.wikidata.org/prop/statement/> PREFIX wdt: <http://www.wikidata.org/prop/direct/> PREFIX p: <http://www.wikidata.org/prop/> PREFIX wd: <http://www.wikidata.org/entity/> SELECT ?place ( sample ( ?latitude ) as ?latitude ) ( sample ( ?longitude ) as ?longitude ) WHERE { ?place_sub wdt:P279 * wd:Q811979 . ?place wdt:P31 ?place_sub . SERVICE wikibase:around { ?place wdt:P625 ?location . bd:serviceParam wikibase:center ""Point(13.5812565 52.5153623)"" ^^ geo:wktLiteral . bd:serviceParam wikibase:radius ""5"" . } ?place p:P625 ?statement . ?statement ps:P625 ?value . filter ( ?value = ?location ) ?statement psv:P625 ?coordinate_node . ?coordinate_node wikibase:geoLatitude ?latitude . ?coordinate_node wikibase:geoLongitude ?longitude . } group by ?place";P279, P31, P625;"PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX xsd: <http://www.w3.org/2001/XMLSchema#>
PREFIX geof: <http://www.opengis.net/def/function/geosparql/>
PREFIX wd: <http://www.wikidata.org/entity/>
PREFIX wdt: <http://www.wikidata.org/prop/direct/>
PREFIX geo: <http://www.opengis.net/ont/geosparql#>
SELECT ?item ?itemLabel ?coord ?lat ?lon ?dist WHERE {
  ?item wdt:P625 ?coord .
  ?item wdt:P31 ?class .
  ?class wdt:P279 * wd:Q811979 .
  BIND( REPLACE( REPLACE( REPLACE( STR( ?coord ) , ""^POINT\\("" , """" ) , ""^Point\\("" , """" ) , ""\\)$"" , """" ) AS ?coordStr ) .
  BIND( STRBEFORE( ?coordStr , "" "" ) AS ?lonStr ) .
  BIND( STRAFTER( ?coordStr , "" "" ) AS ?latStr ) .
  BIND( xsd:decimal ( ?latStr ) AS ?lat ) .
  BIND( xsd:decimal ( ?lonStr ) AS ?lon ) .
  BIND( geof:distance ( ?coord , ""Point(13.5812565 52.5153623)"" ^^ geo:wktLiteral ) AS ?dist ) .
  FILTER ( ?dist <= 5 ) .
  OPTIONAL {
    ?item rdfs:label ?itemLabel FILTER ( LANG( ?itemLabel ) = ""en"" )
  }
}
ORDER BY ?dist
LIMIT 500";P625, P31, P279;1;P279=subclass of, P31=instance of, P625=coordinate location;1.0;1.0;1.0;100.0;False;0.0;SAME_PROP_DIFF_RESULT
test_9;What are the distinct occupations related to the musical profession, along with their subclasses (if available)?;PREFIX wdt: <http://www.wikidata.org/prop/direct/> PREFIX wd: <http://www.wikidata.org/entity/> SELECT DISTINCT ?occupation ?subclassOf WHERE { ?occupation wdt:P279 * / wdt:P31 / wdt:P279 * wd:Q66715801 OPTIONAL { ?occupation wdt:P279 ?subclassOf . } };P279, P31;"PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX wd: <http://www.wikidata.org/entity/>
PREFIX wdt: <http://www.wikidata.org/prop/direct/>
SELECT DISTINCT ?occ ?occLabel ?subocc ?suboccLabel WHERE {
  VALUES ?mus {
    wd:Q639669
  }
  ?occ wdt:P31 wd:Q12737077 .
  ?occ wdt:P279 * ?mus .
  OPTIONAL {
    ?subocc wdt:P279 ?occ .
    ?subocc wdt:P31 wd:Q12737077 .
    OPTIONAL {
      ?subocc rdfs:label ?suboccLabel FILTER ( LANG( ?suboccLabel ) = ""en"" )
    }
  }
  OPTIONAL {
    ?occ rdfs:label ?occLabel FILTER ( LANG( ?occLabel ) = ""en"" )
  }
}
ORDER BY ?occLabel ?suboccLabel";P31, P279;1;P279=subclass of, P31=instance of;1.0;1.0;1.0;100.0;False;0.0;SAME_PROP_DIFF_RESULT
test_11;What are the items that are subclasses of scholarly articles, ordered by their labels?;"PREFIX wikibase: <http://wikiba.se/ontology#> PREFIX wdt: <http://www.wikidata.org/prop/direct/> PREFIX wd: <http://www.wikidata.org/entity/> SELECT ?item ?itemLabel WHERE { ?item wdt:P279 * wd:Q13442814 . SERVICE wikibase:label { bd:serviceParam wikibase:language ""[AUTO_LANGUAGE],en"" . } } order by ?itemLabel";P279;"PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX wd: <http://www.wikidata.org/entity/>
PREFIX wdt: <http://www.wikidata.org/prop/direct/>
SELECT ?item ?label WHERE {
  ?item wdt:P279 wd:Q13442814 .
  OPTIONAL {
    ?item rdfs:label ?label FILTER ( LANG( ?label ) = ""en"" )
  }
}
ORDER BY ?label";P279;1;P279=subclass of;1.0;1.0;1.0;100.0;False;0.2986425339366516;SAME_PROP_DIFF_RESULT
test_17;What are the distinct places where the official language is Swedish, along with their labels, the unique instances they belong to (if available), and the unique entities they are part of (if available)? Order results alphabetically by place label.;"PREFIX wikibase: <http://wikiba.se/ontology#> PREFIX wdt: <http://www.wikidata.org/prop/direct/> PREFIX wd: <http://www.wikidata.org/entity/> SELECT ?place ?placeLabel ?instance_of ?part_of WHERE { ?place wdt:P37 wd:Q9027 . OPTIONAL { ?place wdt:P31 ?instance_of . } OPTIONAL { ?place wdt:P361 ?part_of . } SERVICE wikibase:label { bd:serviceParam wikibase:language ""en"" . } } GROUP BY ?place ?placeLabel ?instance_of ?part_of ORDER BY STR ( ?placeLabel )";P37, P31, P361;"PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX wd: <http://www.wikidata.org/entity/>
PREFIX wdt: <http://www.wikidata.org/prop/direct/>
SELECT ?place ?placeLabel ( GROUP_CONCAT( DISTINCT STR( ?instance ) ; separator = ""|"" ) AS ?instanceIRIs ) ( GROUP_CONCAT( DISTINCT ?instanceLabel ; separator = ""|"" ) AS ?instanceLabels ) ( GROUP_CONCAT( DISTINCT STR( ?partOf ) ; separator = ""|"" ) AS ?partOfIRIs ) ( GROUP_CONCAT( DISTINCT ?partOfLabel ; separator = ""|"" ) AS ?partOfLabels ) WHERE {
  ?place wdt:P37 wd:Q9027 .
  OPTIONAL {
    ?place wdt:P31 ?instance .
    OPTIONAL {
      ?instance rdfs:label ?instanceLabel .
      FILTER ( LANG( ?instanceLabel ) = ""en"" )
    }
  }
  OPTIONAL {
    ?place wdt:P361 ?partOf .
    OPTIONAL {
      ?partOf rdfs:label ?partOfLabel .
      FILTER ( LANG( ?partOfLabel ) = ""en"" )
    }
  }
  OPTIONAL {
    ?place rdfs:label ?placeLabel .
    FILTER ( LANG( ?placeLabel ) = ""en"" )
  }
}
GROUP BY ?place ?placeLabel
ORDER BY LCASE( ?placeLabel )";P37, P31, P361;1;P37=official language, P31=instance of, P361=part of;1.0;1.0;1.0;100.0;False;0.4498676859747133;SAME_PROP_DIFF_RESULT
test_16;What are the items in the collection of the Musée d'art et d'histoire de Saint-Brieuc, along with the items of their creators, the items of the creators' places of birth in Brittany, their inventory numbers, and images (if available)?;PREFIX wd: <http://www.wikidata.org/entity/> PREFIX wdt: <http://www.wikidata.org/prop/direct/> PREFIX p: <http://www.wikidata.org/prop/> PREFIX pq: <http://www.wikidata.org/prop/qualifier/> SELECT ?item ?auteur ?lieunaissance ?inventaire ?image WHERE { ?item wdt:P217 ?inventaire . ?item p:P217 ?statement . ?statement pq:P195 wd:Q3329624 . ?item wdt:P170 ?auteur . ?auteur wdt:P19 ?lieunaissance . ?lieunaissance wdt:P131 * wd:Q12130 . OPTIONAL { ?item wdt:P18 ?image . } };P217, P170, P19, P131, P18;"PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX wd: <http://www.wikidata.org/entity/>
PREFIX wdt: <http://www.wikidata.org/prop/direct/>
SELECT ?item ?itemLabel ?inventoryNumber ?image ?creator ?creatorLabel ?birthplace ?birthplaceLabel WHERE {
  ?item wdt:P195 wd:Q3329624 .
  OPTIONAL {
    ?item wdt:P217 ?inventoryNumber .
  }
  OPTIONAL {
    ?item wdt:P18 ?image .
  }
  ?item wdt:P170 ?creator .
  ?creator wdt:P19 ?birthplace .
  ?birthplace wdt:P131 * wd:Q12130 .
  OPTIONAL {
    ?item rdfs:label ?itemLabel .
    FILTER ( LANG( ?itemLabel ) = ""fr"" )
  }
  OPTIONAL {
    ?creator rdfs:label ?creatorLabel .
    FILTER ( LANG( ?creatorLabel ) = ""fr"" )
  }
  OPTIONAL {
    ?birthplace rdfs:label ?birthplaceLabel .
    FILTER ( LANG( ?birthplaceLabel ) = ""fr"" )
  }
}
LIMIT 500";P195, P217, P18, P170, P19, P131;0;P217=inventory number, P170=creator, P19=place of birth, P131=located in the administrative territorial entity, P18=image, P195=collection;0.8333333333333334;1.0;0.9090909090909092;90.91;True;1.0;DIFF_PROP_SAME_RESULT
test_29;"Which items have the official name ""Коломия"" in Ukrainian?";"PREFIX wdt: <http://www.wikidata.org/prop/direct/> SELECT ?item WHERE { ?item wdt:P1448 ""Коломия"" @uk . }";P1448;"PREFIX p: <http://www.wikidata.org/prop/>
PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX ps: <http://www.wikidata.org/prop/statement/>
SELECT DISTINCT ?item ?label_uk ?label_en WHERE {
  ?item p:P1448 ?stmt .
  ?stmt ps:P1448 ""Коломия"" @uk .
  OPTIONAL {
    ?item rdfs:label ?label_uk FILTER ( LANG( ?label_uk ) = ""uk"" )
  }
  OPTIONAL {
    ?item rdfs:label ?label_en FILTER ( LANG( ?label_en ) = ""en"" )
  }
}
ORDER BY ?item";;0;P1448=official name, nan=UNKNOWN;0.0;0.0;0.0;0.0;True;1.0;DIFF_PROP_SAME_RESULT
test_37;What is the second-level parent organization of AdMob, the mobile advertising company?;PREFIX wdt: <http://www.wikidata.org/prop/direct/> PREFIX wd: <http://www.wikidata.org/entity/> SELECT ?PO2ndlevel WHERE { ?PO1stlevel wdt:P355 wd:Q1318441 . ?PO2ndlevel wdt:P355 ?PO1stlevel . };P355;"PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX wd: <http://www.wikidata.org/entity/>
PREFIX wdt: <http://www.wikidata.org/prop/direct/>
SELECT ?parent ?parentLabel ?grandparent ?grandparentLabel WHERE {
  wd:Q1318441 wdt:P749 ?parent .
  ?parent wdt:P749 ?grandparent .
  OPTIONAL {
    ?parent rdfs:label ?parentLabel .
    FILTER ( LANG( ?parentLabel ) = ""en"" )
  }
  OPTIONAL {
    ?grandparent rdfs:label ?grandparentLabel .
    FILTER ( LANG( ?grandparentLabel ) = ""en"" )
  }
}";P749;0;P355=child organization or unit, P749=parent organization or unit;0.0;0.0;0.0;0.0;True;1.0;DIFF_PROP_SAME_RESULT
test_54;Which international airports have exactly one runway? Please provide their labels and the number of runways, and order by the airport label.;PREFIX wikibase: <http://wikiba.se/ontology#> PREFIX wdt: <http://www.wikidata.org/prop/direct/> PREFIX wd: <http://www.wikidata.org/entity/> SELECT ?item ?itemLabel ( count ( ?runway ) as ?runways ) WHERE { ?item wdt:P31 wd:Q644371 . optional { ?item wdt:P529 ?runway . } SERVICE wikibase:label { bd:serviceParam wikibase:language 'en' } } group by ?item ?itemLabel having ( ?runways = 1 ) order by ?itemLabel;P31, P529;"PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX wd: <http://www.wikidata.org/entity/>
PREFIX wdt: <http://www.wikidata.org/prop/direct/>
SELECT ?airport ?airportLabel ( COUNT( DISTINCT ?runway ) AS ?runwayCount ) WHERE {
  ?airport wdt:P31 / wdt:P279 * wd:Q644371 .
  OPTIONAL {
    ?airport rdfs:label ?airportLabel .
    FILTER ( LANG( ?airportLabel ) = ""en"" )
  }
  OPTIONAL {
    ?airport wdt:P529 ?runway
  }
}
GROUP BY ?airport ?airportLabel
HAVING ( COUNT( DISTINCT ?runway ) = 1 )
ORDER BY ?airportLabel";P31, P279, P529;0;P31=instance of, P529=runway, P279=subclass of;0.6666666666666666;1.0;0.8;80.0;True;1.0;DIFF_PROP_SAME_RESULT
test_61;Get the country, the number of cumulative deaths, and the dates of those deaths related to the COVID-19 pandemic in Italy.;PREFIX pq: <http://www.wikidata.org/prop/qualifier/> PREFIX wikibase: <http://wikiba.se/ontology#> PREFIX ps: <http://www.wikidata.org/prop/statement/> PREFIX wdt: <http://www.wikidata.org/prop/direct/> PREFIX p: <http://www.wikidata.org/prop/> PREFIX wd: <http://www.wikidata.org/entity/> SELECT ?country ?deaths ?date WHERE { wd:Q84104992 wdt:P17 ?country . wd:Q84104992 p:P1120 ?deaths_statement . ?deaths_statement a wikibase:BestRank . ?deaths_statement ps:P1120 ?deaths . ?deaths_statement pq:P585 ?date . } order by ?date;P17;"PREFIX pq: <http://www.wikidata.org/prop/qualifier/>
PREFIX ps: <http://www.wikidata.org/prop/statement/>
PREFIX p: <http://www.wikidata.org/prop/>
PREFIX wd: <http://www.wikidata.org/entity/>
SELECT DISTINCT ?country ?deaths ?date WHERE {
  BIND( wd:Q38 AS ?country ) .
  ?country p:P1120 ?stmt .
  ?stmt ps:P1120 ?deaths .
  ?stmt pq:P828 wd:Q84263196 .
  OPTIONAL {
    ?stmt pq:P585 ?date
  }
}
ORDER BY ?date ?deaths";;0;P17=country, nan=UNKNOWN;0.0;0.0;0.0;0.0;True;1.0;DIFF_PROP_SAME_RESULT
